Date,Open,High,Low,Close,Adj Close,Volume
2020-07-14,0.014724,0.014921,0.013853,0.014647,0.014647,171467669
2020-07-15,0.014647,0.015705,0.014647,0.015079,0.015079,189043742
2020-07-16,0.015083,0.015371,0.013983,0.014347,0.014347,185228740
2020-07-17,0.014347,0.015203,0.014216,0.014505,0.014505,138599745
2020-07-18,0.014488,0.014789,0.014240,0.014442,0.014442,118619186
2020-07-19,0.014440,0.014580,0.013825,0.014312,0.014312,120622828
2020-07-20,0.014307,0.014354,0.012648,0.012769,0.012769,154109641
2020-07-21,0.012708,0.014365,0.012580,0.013736,0.013736,180106112
2020-07-22,0.013731,0.013954,0.013406,0.013742,0.013742,115333316
2020-07-23,0.013727,0.014034,0.013501,0.013627,0.013627,106775407
2020-07-24,0.013627,0.013656,0.013176,0.013276,0.013276,92201402
2020-07-25,0.013291,0.014319,0.013228,0.014193,0.014193,130541939
2020-07-26,0.014194,0.014375,0.013537,0.013710,0.013710,122304454
2020-07-27,0.013709,0.013745,0.011710,0.012124,0.012124,194901711
2020-07-28,0.012127,0.012933,0.012017,0.012349,0.012349,141134036
2020-07-29,0.012361,0.012684,0.011874,0.012032,0.012032,114614138
2020-07-30,0.012037,0.013557,0.011844,0.013215,0.013215,154706364
2020-07-31,0.013214,0.014014,0.012830,0.013192,0.013192,181179355
2020-08-01,0.013192,0.013364,0.012834,0.013187,0.013187,125351854
2020-08-02,0.013186,0.013240,0.012003,0.012327,0.012327,132369195
2020-08-03,0.012346,0.012856,0.012239,0.012777,0.012777,95411113
2020-08-04,0.012777,0.014430,0.012709,0.014264,0.014264,159982982
2020-08-05,0.014301,0.014807,0.013652,0.014362,0.014362,172147354
2020-08-06,0.014366,0.015386,0.014175,0.015022,0.015022,181441064
2020-08-07,0.015014,0.015387,0.013876,0.014336,0.014336,160725177
2020-08-08,0.014334,0.016169,0.014189,0.015900,0.015900,162653646
2020-08-09,0.015924,0.017569,0.015580,0.016750,0.016750,225643328
2020-08-10,0.016810,0.016947,0.015446,0.016417,0.016417,218921428
2020-08-11,0.016429,0.016632,0.014829,0.015311,0.015311,173820152
2020-08-12,0.015319,0.016127,0.014282,0.015773,0.015773,162003656
2020-08-13,null,null,null,null,null,null
2020-08-14,null,null,null,null,null,null
2020-08-15,null,null,null,null,null,null
2020-08-16,0.014978,0.015335,0.014608,0.015105,0.015105,129388070
2020-08-17,0.015105,0.016208,0.014853,0.015267,0.015267,172271164
2020-08-18,0.015259,0.015408,0.014211,0.014436,0.014436,152468724
2020-08-19,0.014435,0.014754,0.013210,0.013638,0.013638,162307124
2020-08-20,0.013639,0.014672,0.013632,0.014672,0.014672,137495790
2020-08-21,0.014669,0.015038,0.013724,0.013732,0.013732,142375111
2020-08-22,0.013735,0.014064,0.013273,0.013963,0.013963,118056352
2020-08-23,0.013928,0.013965,0.013583,0.013685,0.013685,92093980
2020-08-24,0.013683,0.014231,0.013517,0.013907,0.013907,95976045
2020-08-25,0.013906,0.013905,0.012449,0.012897,0.012897,110784649
2020-08-26,0.012883,0.013272,0.012655,0.012986,0.012986,102749117
2020-08-27,0.012985,0.013082,0.011702,0.012075,0.012075,102217651
2020-08-28,0.012078,0.012595,0.011928,0.012236,0.012236,80490812
2020-08-29,0.012236,0.012886,0.012027,0.012660,0.012660,84202562
2020-08-30,0.012655,0.013057,0.012535,0.012831,0.012831,85052090
2020-08-31,0.012834,0.013963,0.012790,0.013016,0.013016,160326135
2020-09-01,0.013012,0.013133,0.012584,0.012712,0.012712,120532219
2020-09-02,0.012722,0.012880,0.011599,0.011975,0.011975,118553224
2020-09-03,0.011990,0.012680,0.008946,0.009391,0.009391,148689442
2020-09-04,0.009395,0.011069,0.008965,0.010866,0.010866,209282979
2020-09-05,0.010855,0.011043,0.008382,0.009122,0.009122,163541905
2020-09-06,0.009122,0.009767,0.008356,0.009342,0.009342,128134440
2020-09-07,0.009344,0.009506,0.008432,0.009275,0.009275,125445733
2020-09-08,0.009273,0.010225,0.009135,0.009353,0.009353,124742652
2020-09-09,0.009356,0.010200,0.009017,0.009891,0.009891,106279374
2020-09-10,0.009897,0.010537,0.009894,0.010136,0.010136,103941261
2020-09-11,0.010159,0.010465,0.009696,0.010377,0.010377,101084802
2020-09-12,0.010370,0.010491,0.010103,0.010491,0.010491,83227991
2020-09-13,0.010491,0.010800,0.009614,0.009974,0.009974,100993963
2020-09-14,0.009979,0.010346,0.009784,0.010000,0.010000,99046643
2020-09-15,0.009999,0.010399,0.009775,0.009775,0.009775,89838502
2020-09-16,0.009768,0.009760,0.009447,0.009623,0.009623,91898173
2020-09-17,0.009615,0.010581,0.009599,0.010420,0.010420,99846560
2020-09-18,0.010420,0.011814,0.010345,0.011171,0.011171,138192495
2020-09-19,0.011164,0.011964,0.010738,0.011828,0.011828,117708700
