Date,Open,High,Low,Close,Adj Close,Volume
2020-07-14,191.182098,192.794724,189.411804,191.132690,191.132690,5854219410
2020-07-15,191.078690,192.023056,188.410843,189.375275,189.375275,4916065989
2020-07-16,189.397034,189.984390,184.859863,186.036560,186.036560,4643775838
2020-07-17,186.076767,186.868195,184.756744,185.196136,185.196136,4662143959
2020-07-18,185.261841,188.238388,184.880890,187.394714,187.394714,4295177041
2020-07-19,187.374420,190.249695,185.640762,189.697266,189.697266,4972458033
2020-07-20,189.703125,190.630341,185.535233,186.503860,186.503860,4423186726
2020-07-21,186.621796,192.939621,186.063049,192.444717,192.444717,5346217284
2020-07-22,192.460846,206.486908,191.381729,205.969116,205.969116,6050520930
2020-07-23,206.124649,217.804764,204.935791,215.797913,215.797913,8077078807
2020-07-24,215.824356,223.736679,211.290222,218.281952,218.281952,7400272540
2020-07-25,218.134155,239.800598,218.134155,237.702148,237.702148,8431395717
2020-07-26,237.417282,247.341019,234.740082,241.952423,241.952423,9379784483
2020-07-27,241.963608,256.622833,241.963608,249.481750,249.481750,12139302063
2020-07-28,249.726685,252.973755,239.132416,245.017670,245.017670,9561473007
2020-07-29,244.938843,250.173828,242.248199,245.089081,245.089081,8379517936
2020-07-30,245.053726,258.477539,243.601334,255.017578,255.017578,9014910830
2020-07-31,255.053482,266.413330,250.811890,264.079437,264.079437,9194013477
2020-08-01,264.265869,297.162689,262.573975,294.374634,294.374634,10733569880
2020-08-02,294.642212,314.266022,272.933807,283.004150,283.004150,14437400657
2020-08-03,283.356995,303.499542,281.823578,295.355103,295.355103,9813166554
2020-08-04,295.249054,306.594879,294.860229,297.928802,297.928802,10764552244
2020-08-05,297.802979,309.664581,295.292999,305.927277,305.927277,9808388855
2020-08-06,305.922180,307.282440,298.805267,300.642273,300.642273,8605002528
2020-08-07,300.843933,303.559753,281.882385,290.814240,290.814240,9771401034
2020-08-08,290.843933,301.906219,289.156677,301.906219,301.906219,7158671512
2020-08-09,302.916077,306.312134,295.802917,299.668274,299.668274,7241207984
2020-08-10,299.607788,305.449921,299.607788,302.757782,302.757782,8936818682
2020-08-11,302.763275,304.325104,284.186401,291.440002,291.440002,9801052606
2020-08-12,291.194641,299.947144,282.222412,299.726288,299.726288,9511522850
2020-08-13,299.583679,331.270721,290.274536,328.056488,328.056488,14140407526
2020-08-14,328.007141,339.617828,324.355316,334.235809,334.235809,11511546180
